eo_id,year,text_source,classification,char_count,page_count,md_path
1946-EO-D0107,1946,ocr-vlm,scanned,960,1,corpus/1946/1946-EO-D0107.md
1946-EO-D0125,1946,ocr-vlm,scanned,706,1,corpus/1946/1946-EO-D0125.md
1946-EO-002,1946,ocr-vlm,scanned,2207,2,corpus/1946/1946-EO-002.md
1946-EO-003,1946,ocr-vlm,scanned,3547,2,corpus/1946/1946-EO-003.md
1946-EO-004,1946,ocr-vlm,scanned,3455,1,corpus/1946/1946-EO-004.md
1946-EO-005,1946,ocr-vlm,scanned,452,1,corpus/1946/1946-EO-005.md
1948-EO-005,1948,ocr-vlm,scanned,465,1,corpus/1948/1948-EO-005.md
1946-EO-D0507,1946,ocr-vlm,scanned,1220,1,corpus/1946/1946-EO-D0507.md
1946-EO-002-p026,1946,ocr-vlm,scanned,804,1,corpus/1946/1946-EO-002-p026.md
1946-EO-D0529,1946,ocr-vlm,scanned,1291,1,corpus/1946/1946-EO-D0529.md
1946-EO-008A,1946,ocr-vlm,scanned,1114,1,corpus/1946/1946-EO-008A.md
1946-EO-009,1946,ocr-vlm,scanned,1319,1,corpus/1946/1946-EO-009.md
1946-EO-010,1946,ocr-vlm,scanned,2617,2,corpus/1946/1946-EO-010.md
1946-EO-011,1946,ocr-vlm,scanned,2089,2,corpus/1946/1946-EO-011.md
1946-EO-012,1946,ocr-vlm,scanned,8871,5,corpus/1946/1946-EO-012.md
1946-EO-013,1946,ocr-vlm,scanned,1742,1,corpus/1946/1946-EO-013.md
1946-EO-014,1946,ocr-vlm,scanned,2673,2,corpus/1946/1946-EO-014.md
1946-EO-015,1946,ocr-vlm,scanned,969,1,corpus/1946/1946-EO-015.md
1946-EO-016,1946,ocr-vlm,scanned,499,1,corpus/1946/1946-EO-016.md
1947-EO-017,1947,ocr-vlm,scanned,1317,1,corpus/1947/1947-EO-017.md
1947-EO-018,1947,ocr-vlm,scanned,743,1,corpus/1947/1947-EO-018.md
1947-EO-019,1947,ocr-vlm,scanned,1444,1,corpus/1947/1947-EO-019.md
1947-EO-020,1947,ocr-vlm,scanned,457,1,corpus/1947/1947-EO-020.md
1947-EO-UNK,1947,ocr-vlm,scanned,233,1,corpus/1947/1947-EO-UNK.md
1947-EO-021,1947,ocr-vlm,scanned,556,1,corpus/1947/1947-EO-021.md
1947-EO-022,1947,ocr-vlm,scanned,532,1,corpus/1947/1947-EO-022.md
1947-EO-023,1947,ocr-vlm,scanned,1170,1,corpus/1947/1947-EO-023.md
1947-EO-024,1947,ocr-vlm,scanned,1021,1,corpus/1947/1947-EO-024.md
1947-EO-025,1947,ocr-vlm,scanned,903,1,corpus/1947/1947-EO-025.md
1947-EO-026,1947,ocr-vlm,scanned,503,1,corpus/1947/1947-EO-026.md
1947-EO-027,1947,ocr-vlm,scanned,626,1,corpus/1947/1947-EO-027.md
1947-EO-028,1947,ocr-vlm,scanned,625,1,corpus/1947/1947-EO-028.md
1947-EO-029,1947,ocr-vlm,scanned,871,1,corpus/1947/1947-EO-029.md
1947-EO-030,1947,ocr-vlm,scanned,3046,3,corpus/1947/1947-EO-030.md
1947-EO-031,1947,ocr-vlm,scanned,993,1,corpus/1947/1947-EO-031.md
1947-EO-032,1947,ocr-vlm,scanned,913,1,corpus/1947/1947-EO-032.md
1947-EO-D1229,1947,ocr-vlm,scanned,416,1,corpus/1947/1947-EO-D1229.md
1947-EO-034,1947,ocr-vlm,scanned,1887,1,corpus/1947/1947-EO-034.md
1947-EO-035,1947,ocr-vlm,scanned,499,1,corpus/1947/1947-EO-035.md
1948-EO-036,1948,ocr-vlm,scanned,1028,1,corpus/1948/1948-EO-036.md
1948-EO-037,1948,ocr-vlm,scanned,611,1,corpus/1948/1948-EO-037.md
1948-EO-038,1948,ocr-vlm,scanned,32143,9,corpus/1948/1948-EO-038.md
1948-EO-039,1948,ocr-vlm,scanned,1799,1,corpus/1948/1948-EO-039.md
1948-EO-040,1948,ocr-vlm,scanned,4426,6,corpus/1948/1948-EO-040.md
1948-EO-041,1948,ocr-vlm,scanned,2939,3,corpus/1948/1948-EO-041.md
1948-EO-042,1948,ocr-vlm,scanned,10503,8,corpus/1948/1948-EO-042.md
1948-EO-043,1948,ocr-vlm,scanned,785,1,corpus/1948/1948-EO-043.md
1949-EO-044,1949,ocr-vlm,scanned,1392,1,corpus/1949/1949-EO-044.md
1949-EO-045,1949,ocr-vlm,scanned,4879,3,corpus/1949/1949-EO-045.md
1949-EO-046,1949,ocr-vlm,scanned,7346,4,corpus/1949/1949-EO-046.md
1949-EO-047,1949,ocr-vlm,scanned,2559,2,corpus/1949/1949-EO-047.md
1949-EO-048,1949,ocr-vlm,scanned,536,1,corpus/1949/1949-EO-048.md
1950-EO-049,1950,ocr-vlm,scanned,831,1,corpus/1950/1950-EO-049.md
1950-EO-D0113,1950,ocr-vlm,scanned,323,1,corpus/1950/1950-EO-D0113.md
1950-EO-050,1950,ocr-vlm,scanned,1049,1,corpus/1950/1950-EO-050.md
1950-EO-051,1950,ocr-vlm,scanned,1768,2,corpus/1950/1950-EO-051.md
1950-EO-052,1950,ocr-vlm,scanned,1362,1,corpus/1950/1950-EO-052.md
1950-EO-053,1950,ocr-vlm,scanned,3569,3,corpus/1950/1950-EO-053.md
1950-EO-054,1950,ocr-vlm,scanned,3408,3,corpus/1950/1950-EO-054.md
1950-EO-D1004,1950,ocr-vlm,scanned,576,1,corpus/1950/1950-EO-D1004.md
1950-EO-001,1950,ocr-vlm,scanned,1390,1,corpus/1950/1950-EO-001.md
1950-EO-002,1950,ocr-vlm,scanned,1055,1,corpus/1950/1950-EO-002.md
1951-EO-003,1951,ocr-vlm,scanned,1067,1,corpus/1951/1951-EO-003.md
1951-EO-004,1951,ocr-vlm,scanned,1350,1,corpus/1951/1951-EO-004.md
1951-EO-005,1951,ocr-vlm,scanned,640,1,corpus/1951/1951-EO-005.md
1951-EO-006,1951,ocr-vlm,scanned,1551,1,corpus/1951/1951-EO-006.md
1951-EO-007,1951,ocr-vlm,scanned,1226,1,corpus/1951/1951-EO-007.md
1951-EO-007A,1951,ocr-vlm,scanned,780,1,corpus/1951/1951-EO-007A.md
1951-EO-008,1951,ocr-vlm,scanned,4042,4,corpus/1951/1951-EO-008.md
1951-EO-009,1951,ocr-vlm,scanned,1572,2,corpus/1951/1951-EO-009.md
1951-EO-010,1951,ocr-vlm,scanned,457,1,corpus/1951/1951-EO-010.md
1951-EO-011,1951,ocr-vlm,scanned,1116,1,corpus/1951/1951-EO-011.md
1951-EO-012,1951,ocr-vlm,scanned,1172,1,corpus/1951/1951-EO-012.md
1951-EO-D0912,1951,ocr-vlm,scanned,770,1,corpus/1951/1951-EO-D0912.md
1951-EO-013,1951,ocr-vlm,scanned,976,1,corpus/1951/1951-EO-013.md
1951-EO-014,1951,ocr-vlm,scanned,880,1,corpus/1951/1951-EO-014.md
1951-EO-015,1951,ocr-vlm,scanned,541,1,corpus/1951/1951-EO-015.md
1951-EO-017,1951,ocr-vlm,scanned,973,1,corpus/1951/1951-EO-017.md
1952-EO-018,1952,ocr-vlm,scanned,1361,1,corpus/1952/1952-EO-018.md
1952-EO-019,1952,ocr-vlm,scanned,1097,1,corpus/1952/1952-EO-019.md
1952-EO-020,1952,ocr-vlm,scanned,2258,1,corpus/1952/1952-EO-020.md
1952-EO-D0612,1952,ocr-vlm,scanned,3134,3,corpus/1952/1952-EO-D0612.md
1952-EO-022,1952,ocr-vlm,scanned,978,1,corpus/1952/1952-EO-022.md
1952-EO-023,1952,ocr-vlm,scanned,871,1,corpus/1952/1952-EO-023.md
1952-EO-024,1952,ocr-vlm,scanned,863,1,corpus/1952/1952-EO-024.md
1952-EO-025,1952,ocr-vlm,scanned,971,1,corpus/1952/1952-EO-025.md
1952-EO-026,1952,ocr-vlm,scanned,3090,3,corpus/1952/1952-EO-026.md
1952-EO-027,1952,ocr-vlm,scanned,917,1,corpus/1952/1952-EO-027.md
1953-EO-028,1953,ocr-vlm,scanned,1009,2,corpus/1953/1953-EO-028.md
1953-EO-029,1953,ocr-vlm,scanned,1471,1,corpus/1953/1953-EO-029.md
1953-EO-030,1953,ocr-vlm,scanned,10608,8,corpus/1953/1953-EO-030.md
1953-EO-031,1953,ocr-vlm,scanned,2279,2,corpus/1953/1953-EO-031.md
1953-EO-032,1953,ocr-vlm,scanned,1120,1,corpus/1953/1953-EO-032.md
1953-EO-033,1953,ocr-vlm,scanned,992,1,corpus/1953/1953-EO-033.md
1953-EO-034,1953,ocr-vlm,scanned,888,1,corpus/1953/1953-EO-034.md
1953-EO-035,1953,ocr-vlm,scanned,1097,1,corpus/1953/1953-EO-035.md
1953-EO-036,1953,ocr-vlm,scanned,681,1,corpus/1953/1953-EO-036.md
1953-EO-037,1953,ocr-vlm,scanned,1228,1,corpus/1953/1953-EO-037.md
1953-EO-038,1953,ocr-vlm,scanned,1594,1,corpus/1953/1953-EO-038.md
1953-EO-039,1953,ocr-vlm,scanned,1523,2,corpus/1953/1953-EO-039.md
1954-EO-D0104,1954,ocr-vlm,scanned,958,1,corpus/1954/1954-EO-D0104.md
1954-EO-D0108,1954,ocr-vlm,scanned,444,1,corpus/1954/1954-EO-D0108.md
1954-EO-003,1954,ocr-vlm,scanned,1428,1,corpus/1954/1954-EO-003.md
1954-EO-004,1954,ocr-vlm,scanned,1358,1,corpus/1954/1954-EO-004.md
1954-EO-D0318,1954,ocr-vlm,scanned,1809,2,corpus/1954/1954-EO-D0318.md
1954-EO-006,1954,ocr-vlm,scanned,1539,1,corpus/1954/1954-EO-006.md
1954-EO-007,1954,ocr-vlm,scanned,1721,1,corpus/1954/1954-EO-007.md
1954-EO-008,1954,ocr-vlm,scanned,568,1,corpus/1954/1954-EO-008.md
1954-EO-009,1954,ocr-vlm,scanned,909,1,corpus/1954/1954-EO-009.md
1954-EO-010,1954,ocr-vlm,scanned,1497,1,corpus/1954/1954-EO-010.md
1954-EO-D0524,1954,ocr-vlm,scanned,254,1,corpus/1954/1954-EO-D0524.md
1954-EO-010B,1954,ocr-vlm,scanned,896,1,corpus/1954/1954-EO-010B.md
1954-EO-011,1954,ocr-vlm,scanned,2190,3,corpus/1954/1954-EO-011.md
1954-EO-D0610,1954,ocr-vlm,scanned,1515,1,corpus/1954/1954-EO-D0610.md
1954-EO-012,1954,ocr-vlm,scanned,5215,4,corpus/1954/1954-EO-012.md
1954-EO-D0630,1954,ocr-vlm,scanned,426,1,corpus/1954/1954-EO-D0630.md
1954-EO-013A,1954,ocr-vlm,scanned,937,1,corpus/1954/1954-EO-013A.md
1954-EO-014,1954,ocr-vlm,scanned,798,1,corpus/1954/1954-EO-014.md
1955-EO-015,1955,ocr-vlm,scanned,1522,1,corpus/1955/1955-EO-015.md
1955-EO-016,1955,ocr-vlm,scanned,1654,1,corpus/1955/1955-EO-016.md
1955-EO-017,1955,ocr-vlm,scanned,1350,2,corpus/1955/1955-EO-017.md
1955-EO-018,1955,ocr-vlm,scanned,1335,1,corpus/1955/1955-EO-018.md
1955-EO-019,1955,ocr-vlm,scanned,1579,1,corpus/1955/1955-EO-019.md
1955-EO-019A,1955,ocr-vlm,scanned,578,1,corpus/1955/1955-EO-019A.md
1955-EO-019B,1955,ocr-vlm,scanned,444,1,corpus/1955/1955-EO-019B.md
1955-EO-020,1955,ocr-vlm,scanned,1897,1,corpus/1955/1955-EO-020.md
1955-EO-021,1955,ocr-vlm,scanned,1710,1,corpus/1955/1955-EO-021.md
1955-EO-022,1955,ocr-vlm,scanned,663,1,corpus/1955/1955-EO-022.md
1955-EO-023,1955,ocr-vlm,scanned,900,1,corpus/1955/1955-EO-023.md
1955-EO-024,1955,ocr-vlm,scanned,940,1,corpus/1955/1955-EO-024.md
1955-EO-025,1955,ocr-vlm,scanned,2647,2,corpus/1955/1955-EO-025.md
1955-EO-026,1955,ocr-vlm,scanned,1196,1,corpus/1955/1955-EO-026.md
1955-EO-027,1955,ocr-vlm,scanned,1940,1,corpus/1955/1955-EO-027.md
1955-EO-027-p088,1955,ocr-vlm,scanned,2116,1,corpus/1955/1955-EO-027-p088.md
1955-EO-027-p090,1955,ocr-vlm,scanned,2117,1,corpus/1955/1955-EO-027-p090.md
1955-EO-027A,1955,ocr-vlm,scanned,1006,1,corpus/1955/1955-EO-027A.md
1955-EO-027B,1955,ocr-vlm,scanned,643,1,corpus/1955/1955-EO-027B.md
1956-EO-028,1956,ocr-vlm,scanned,9101,4,corpus/1956/1956-EO-028.md
1956-EO-029,1956,ocr-vlm,scanned,2188,2,corpus/1956/1956-EO-029.md
1956-EO-029A,1956,ocr-vlm,scanned,1880,1,corpus/1956/1956-EO-029A.md
1956-EO-030,1956,ocr-vlm,scanned,3268,2,corpus/1956/1956-EO-030.md
1956-EO-030-p112,1956,ocr-vlm,scanned,2159,2,corpus/1956/1956-EO-030-p112.md
1956-EO-031,1956,ocr-vlm,scanned,14349,6,corpus/1956/1956-EO-031.md
1956-EO-032,1956,ocr-vlm,scanned,1126,1,corpus/1956/1956-EO-032.md
1956-EO-033,1956,ocr-vlm,scanned,2686,2,corpus/1956/1956-EO-033.md
1956-EO-034,1956,ocr-vlm,scanned,1047,1,corpus/1956/1956-EO-034.md
1957-EO-035,1957,ocr-vlm,scanned,6228,5,corpus/1957/1957-EO-035.md
1957-EO-D0111,1957,ocr-vlm,scanned,1569,2,corpus/1957/1957-EO-D0111.md
1957-EO-036,1957,ocr-vlm,scanned,683,1,corpus/1957/1957-EO-036.md
1957-EO-037,1957,ocr-vlm,scanned,1336,2,corpus/1957/1957-EO-037.md
1957-EO-037A,1957,ocr-vlm,scanned,865,1,corpus/1957/1957-EO-037A.md
1957-EO-038,1957,ocr-vlm,scanned,5710,3,corpus/1957/1957-EO-038.md
1957-EO-D0521,1957,ocr-vlm,scanned,927,1,corpus/1957/1957-EO-D0521.md
1957-EO-039,1957,ocr-vlm,scanned,2813,2,corpus/1957/1957-EO-039.md
1957-EO-040,1957,ocr-vlm,scanned,3034,2,corpus/1957/1957-EO-040.md
1957-EO-041,1957,ocr-vlm,scanned,4442,3,corpus/1957/1957-EO-041.md
1957-EO-042,1957,ocr-vlm,scanned,2011,1,corpus/1957/1957-EO-042.md
1957-EO-D0826,1957,ocr-vlm,scanned,2137,1,corpus/1957/1957-EO-D0826.md
1957-EO-043,1957,ocr-vlm,scanned,1482,1,corpus/1957/1957-EO-043.md
1957-EO-044,1957,ocr-vlm,scanned,1730,1,corpus/1957/1957-EO-044.md
1957-EO-044-p182,1957,ocr-vlm,scanned,859,1,corpus/1957/1957-EO-044-p182.md
1957-EO-045,1957,ocr-vlm,scanned,1131,1,corpus/1957/1957-EO-045.md
1957-EO-046,1957,ocr-vlm,scanned,2071,1,corpus/1957/1957-EO-046.md
1957-EO-047,1957,ocr-vlm,scanned,803,1,corpus/1957/1957-EO-047.md
1958-EO-048,1958,ocr-vlm,scanned,6188,4,corpus/1958/1958-EO-048.md
1958-EO-049,1958,ocr-vlm,scanned,2377,1,corpus/1958/1958-EO-049.md
1958-EO-049-p022,1958,ocr-vlm,scanned,2607,1,corpus/1958/1958-EO-049-p022.md
1958-EO-049-p024,1958,ocr-vlm,scanned,5463,3,corpus/1958/1958-EO-049-p024.md
1958-EO-049-p030,1958,ocr-vlm,scanned,2195,1,corpus/1958/1958-EO-049-p030.md
1958-EO-049-p032,1958,ocr-vlm,scanned,2711,1,corpus/1958/1958-EO-049-p032.md
1958-EO-049-p034,1958,ocr-vlm,scanned,6055,4,corpus/1958/1958-EO-049-p034.md
1958-EO-D0505,1958,ocr-vlm,scanned,2910,2,corpus/1958/1958-EO-D0505.md
1958-EO-052,1958,ocr-vlm,scanned,1412,1,corpus/1958/1958-EO-052.md
1958-EO-053,1958,ocr-vlm,scanned,1651,1,corpus/1958/1958-EO-053.md
1958-EO-053-p050,1958,ocr-vlm,scanned,547,1,corpus/1958/1958-EO-053-p050.md
1958-EO-054,1958,ocr-vlm,scanned,1593,1,corpus/1958/1958-EO-054.md
1958-EO-055,1958,ocr-vlm,scanned,1807,2,corpus/1958/1958-EO-055.md
1959-EO-055,1959,ocr-vlm,scanned,1333,1,corpus/1959/1959-EO-055.md
1958-EO-056,1958,ocr-vlm,scanned,1702,1,corpus/1958/1958-EO-056.md
1958-EO-057,1958,ocr-vlm,scanned,1189,1,corpus/1958/1958-EO-057.md
1959-EO-058,1959,ocr-vlm,scanned,6125,4,corpus/1959/1959-EO-058.md
1959-EO-059,1959,ocr-vlm,scanned,1592,2,corpus/1959/1959-EO-059.md
